,difference,normalized difference,std,-log(p),electrode A,electrode B,drowsiness,seperation,chunk,atom,participant
115606,-0.0020097502487392074,0.3305566606486941,0.0007163180920772408,0.09519322929522807,6,42,awake,long range,post2,sts,3
115607,-0.007235188955250622,1.1900184621001169,0.0006445613461576933,0.548050281503452,6,42,awake,long range,post2,sts,4
115608,-0.0036647316400592062,0.6027621859340688,0.0005444162670788979,0.236902917388025,6,42,awake,long range,post2,sts,5
115609,-0.021185132188314845,3.48445611884546,0.0008085864288844288,1.8819545609802049,6,42,awake,long range,post2,sts,6
115610,-0.02295091404119462,3.7748857148055417,0.009378250356894165,0.22212599470597846,6,42,awake,long range,post2,sts,7
115611,-0.003693065833520276,0.6074224945363645,0.0005455800856443303,0.2206505682924701,6,42,awake,long range,post2,sts,8
115612,0.00632450402603156,-1.0402322041834453,0.0008964143164735143,0.393918621616611,6,42,awake,long range,post2,sts,9
115613,0.006040537830731205,-0.9935264419552848,0.0008153656384130425,0.3127307643878484,6,42,awake,long range,post2,sts,10
115614,-0.004583448288425329,0.7538694728005743,0.0007300058733689112,0.21486007045569694,6,42,awake,long range,post2,sts,11
115615,0.004434657959888368,-0.7293969622640761,0.003055558448475697,0.11383126549458485,6,42,awake,long range,post2,sts,12
115616,-0.006923452351710158,1.1387451206822234,0.0006183766874048344,0.5561495617982174,6,42,awake,long range,post2,sts,13
115617,-0.0011846032790564368,0.19845205321548776,0.0003174721753936527,0.10611152273025813,58,33,awake,close range,post2,sts,1
115618,-0.05088170025712596,8.524016491972406,0.00637506064511673,1.601562626594253,58,33,awake,close range,post2,sts,2
115619,0.005136046562583495,-0.8604222221695228,0.0006157954526192501,0.3298653286298787,58,33,awake,close range,post2,sts,3
115620,0.0017642863379939344,-0.2955641373150796,0.0006050212908739733,0.10957456987032912,58,33,awake,close range,post2,sts,4
115621,-0.010613371353754435,1.7780174797158088,0.00038251267883538704,1.6712799886235543,58,33,awake,close range,post2,sts,5
115622,-0.0056788842896788325,0.9513617488528404,0.0007543151658149056,0.3725091710931321,58,33,awake,close range,post2,sts,6
