,Weight vectors,Accuracy,Strategy,Time period,Drowsiness
1393,"[[  -2.31685707  179.04128559  587.76337218  204.4738998  -895.56197792
    -1.78017477   75.55487001  433.49213021   -2.31685705  179.04128576
     2.72178522 -808.63300214 -246.48772208  760.49008608 -362.37682899
    -7.6530115 ]]",0.53515625,PhiID prediction,pre1,light drowsy
1394,"[[-4.00091137e+00  1.00992507e+02 -7.37658425e+01 -2.16603110e+02
  -8.89964784e+01 -2.97830812e-01  5.21103102e+01  1.39101390e+01
  -4.00091138e+00  1.00992507e+02  1.36636975e+00 -3.69825510e+02
   1.59212317e+02  5.24094175e+02 -1.48011436e+02 -1.08734477e+01]]",0.565625,PhiID prediction,pre1,light drowsy
1395,"[[  -4.72913695  100.00584936  151.40741061  170.9167234  -343.6314712
    -0.80099414   48.36786964  382.95428362   -4.72913695  100.00584944
     2.12405545 -419.49625744 -221.24566306  348.83621751 -307.83515554
    -5.84733478]]",0.56171875,PhiID prediction,pre1,light drowsy
1396,"[[  -3.74057994  126.7662546   -33.03108105 -234.17806926 -165.32230095
    -4.5291229    86.32138318   -6.37455694   -3.74057994  126.76625459
     5.71636961 -405.43088428  199.09990365  617.51013114 -176.51244809
    -7.87669198]]",0.56484375,PhiID prediction,pre1,light drowsy
1397,"[[-4.15767458e+00  9.35767153e+01  4.69763180e+01 -1.69796313e+02
  -1.87025217e+02  1.02517081e+00  8.38297478e+01  1.88641789e+02
  -4.15767457e+00  9.35767153e+01 -2.26764818e-01 -7.48903676e+02
   1.40239203e+02  7.26879295e+02 -1.40928099e+02 -1.37953200e+01]]",0.5453125,PhiID prediction,pre1,light drowsy
1398,"[[   -3.63642144    69.08423839   -76.15384898  -572.10684991
    -27.61200657     4.54601386    80.55577133  -276.76769869
     -3.63642144    69.08423836    -3.26159518 -1079.48799172
    561.14950928   688.10406533   701.25689061    -5.81754425]]",0.55625,PhiID prediction,pre1,light drowsy
1399,"[[   0.80641187  147.60134512  398.49914077  180.98787041 -581.41327165
    -5.25334857   98.4302188   425.8403833     0.80641187  147.60134506
     6.54849351 -550.97328822 -216.16928283  664.29610201 -501.6698465
   -11.43138681]]",0.56953125,PhiID prediction,pre1,light drowsy
1400,"[[  -4.61472237  147.7916979  -377.12498806    1.84470487  101.36747141
    -3.85560104   56.4757638   547.98653737   -4.61472237  147.79169791
     5.51297322 -145.03646958  -35.08860777   25.21762378 -405.99260794
    -2.53585832]]",0.5484375,PhiID prediction,pre1,light drowsy
1401,"[[   -5.44534475   126.15796649   783.97415778   200.87173923
  -1010.56967082     2.20314582    70.93858796   176.46891616
     -5.44534476   126.15796646    -1.09689416  -570.52388419
   -246.50922419   784.82296093  -375.13084698   -10.49738228]]",0.5578125,PhiID prediction,pre1,light drowsy
1402,"[[-5.53133606e+00  1.34090545e+02  3.34298823e+02  2.34138216e+00
  -6.39731276e+02 -5.35897996e-01  9.31099068e+00  3.06078417e+02
  -5.53133606e+00  1.34090545e+02  1.21678651e+00 -8.47698764e+02
  -4.27806855e+01  7.34765552e+02 -1.82526976e+02  1.38006552e+00]]",0.54453125,PhiID prediction,pre1,light drowsy
1403,"[[  -4.32059026   35.21543329  738.32730098   -2.79303654 -813.84980526
    -1.30740398   44.7596116   501.17699082   -4.32059025   35.21543324
     2.44449948 -931.05006176  -53.87272224  721.64631171 -298.43285461
    -8.89039381]]",0.56328125,PhiID prediction,pre1,light drowsy
1404,"[[  -2.45588982  114.29789334  -26.58177259 -534.70248542  -82.49285757
     3.40824769  107.74304781   22.86557521   -2.45588982  114.2978933
    -1.99582335 -576.61580437  498.75545111  503.28872512  109.73991932
   -15.07765731]]",0.546875,PhiID prediction,pre1,light drowsy
1405,"[[  -4.93164365  122.87981456  183.62986838  -94.78000341 -387.49256481
     2.85163161   83.69745099  652.903702     -4.93164366  122.87981452
    -1.74100061 -660.35699134   71.84451079  187.75428072 -152.23665169
   -10.37746942]]",0.5328125,PhiID prediction,pre1,light drowsy
1406,"[[  -2.99134349   89.84300955  226.31126099 -274.81885709 -342.33421167
    -1.07705245   95.07305892  512.84761994   -2.99134349   89.84300957
     2.1984838  -447.29723924  256.77873064  332.75497167 -355.4177634
    -7.10879126]]",0.546875,PhiID prediction,pre1,light drowsy
1407,"[[-1.86332460e+00  1.75271527e+02  6.16223020e+02  2.68109236e+02
  -9.16466342e+02 -3.90083562e+00  7.30209304e+01  4.64572373e+02
  -1.86332460e+00  1.75271527e+02  5.43650867e+00 -6.75095559e+02
  -2.97227551e+02  7.58695955e+02 -5.32063389e+02 -3.27127946e-02]]",0.56640625,PhiID prediction,pre1,light drowsy
1408,"[[  -6.92786681   91.87488085   11.92974469 -195.6067317  -203.57942596
    -0.95756195   43.98026953  251.15870123   -6.92786681   91.87488086
     1.95709731 -375.69932892  168.05051047  395.63641788 -236.23308976
    -7.40124678]]",0.56171875,PhiID prediction,pre1,light drowsy
1409,"[[-4.17042264e-01  1.19227328e+02  6.23162058e+02 -1.30127801e+02
  -7.73865690e+02 -9.97244247e+00  1.00701989e+02  4.93189719e+02
  -4.17042247e-01  1.19227328e+02  1.07624803e+01 -9.63667837e+02
   8.56034886e+01  7.15434533e+02 -2.31460450e+02 -5.41223882e+00]]",0.55078125,PhiID prediction,pre1,light drowsy
1410,"[[  -3.97208658  215.66526508  347.67832746  100.63634721 -775.34961725
     1.58539586   29.58833716  -60.96707559   -3.97208659  215.66526512
    -1.00868654 -644.94874141 -159.29778036  736.26527249  -19.73251786
    -3.45708785]]",0.55078125,PhiID prediction,pre1,light drowsy
1411,"[[  -3.84431167  138.66940355  381.05184553  100.98645745 -602.73800239
     2.71554967   69.07417356   84.6474054    -3.84431167  138.66940348
    -1.83447818 -418.13732915 -135.24281458  751.94450097 -376.18498391
    -7.08809342]]",0.5703125,PhiID prediction,pre1,light drowsy
1412,"[[   1.79767308  216.86563956  -39.33112348 -339.66452063 -210.45861285
     3.52023201  166.03376667 -117.85818091    1.79767308  216.86563959
    -1.7402671  -619.92522526  318.15905599  541.4141879   249.61071195
    -3.60769256]]",0.5484375,PhiID prediction,pre1,light drowsy
1413,"[[  -7.37657531  105.05888754  468.54979461  452.53111521 -711.90185342
     2.01030409   30.23054108  738.73300297   -7.37657531  105.05888741
    -1.01227308 -436.82533905 -494.45109942  409.88292687 -702.73616909
   -11.25970677]]",0.5671875,PhiID prediction,pre1,light drowsy
1414,"[[  -6.25677315   75.17092231  155.15248453  174.73397176 -286.62533641
     5.84880547   60.57766831  260.70398954   -6.25677315   75.1709223
    -4.4737122  -610.80234716 -229.59189713  335.35189607   33.31379332
   -13.18773653]]",0.5671875,PhiID prediction,pre1,light drowsy
1415,"[[  -3.73194924  113.29453367   33.00862998 -227.63933591 -190.7273041
    -1.29225743   92.02657189  171.41122594   -3.73194924  113.29453373
     1.9762465  -844.81036241  210.21912055  639.5406324    85.50275378
    -8.82558123]]",0.5578125,PhiID prediction,pre1,light drowsy
1416,"[[  -1.92649003  104.15154339  811.83949161  219.37236502 -970.47160331
     3.17503876   71.84748931  531.88049271   -1.92649003  104.15154342
    -2.62926668 -844.92330622 -235.15255653  741.59015396 -401.03965813
    -5.26145013]]",0.54453125,PhiID prediction,pre1,light drowsy
1417,"[[  -1.5371152    77.19664993  427.59105604 -165.69705451 -519.38771362
    -5.87333753   94.1595573   444.60434328   -1.53711521   77.19664992
     6.48992179 -819.81357732  148.77588347  580.47447716 -183.17704523
   -10.93367596]]",0.54375,PhiID prediction,pre1,light drowsy
1418,"[[-1.25712039e+00  8.28347752e+01  2.23606773e+02 -4.35118142e+02
  -2.99199043e+02  2.17943707e-01  1.02891586e+02  2.06673034e+02
  -1.25712039e+00  8.28347752e+01  7.51661769e-01 -6.57891175e+02
   4.08693842e+02  5.80302495e+02 -9.13668462e+01 -1.34199044e+01]]",0.5390625,PhiID prediction,pre1,light drowsy
1419,"[[  -5.78941439   21.76492689  146.59493651 -125.98823731 -164.86684698
     5.64537895   72.28282124  218.84351536   -5.78941439   21.76492687
    -5.1907633  -312.55860735  110.37488482  336.09347939 -197.66386114
    -8.3718222 ]]",0.553125,PhiID prediction,pre1,light drowsy
1420,"[[  -2.41995044  151.40383198 -235.5104681   -59.35371126    7.4695607
     4.88718508   84.21135055  248.64411695   -2.41995044  151.40383199
    -4.15389505 -375.07524542   35.14203308  253.03363926  -79.95207377
   -16.39840994]]",0.51640625,PhiID prediction,pre1,light drowsy
1421,"[[-3.36228661e+00  1.28343366e+02 -3.42763322e+02 -4.96648413e+02
   1.34588478e+02 -6.43149845e-01  7.59251680e+01  1.17076185e+01
  -3.36228661e+00  1.28343366e+02  2.17318186e+00 -7.87231825e+02
   4.13229597e+02  6.48177056e+02  1.27518932e+02 -1.30817990e+01]]",0.5421875,PhiID prediction,pre1,light drowsy
1422,"[[  -3.57991945  115.37763936  223.8195736   -61.1187513  -432.0746876
     3.10977502   61.99609282  447.45326781   -3.57991946  115.37763936
    -2.24834886 -601.97522609   15.29727021  609.99969125 -449.91749437
    -9.29865725]]",0.5515625,PhiID prediction,pre1,light drowsy
1423,"[[-5.70445333e+00  8.65318669e+01  5.87609488e+02 -9.15353243e+01
  -7.52715877e+02  4.89279071e-01  6.27513995e+01  3.70123214e+02
  -5.70445332e+00  8.65318670e+01  9.21850219e-01 -6.75981758e+02
   4.42470638e+01  5.79549287e+02 -2.74110872e+02 -9.87122511e+00]]",0.53046875,PhiID prediction,pre1,light drowsy
1424,"[[   2.62013292  142.40150802   51.82624104  -68.57382338 -225.70405056
    -1.42226737  112.34154978  308.9121024     2.62013291  142.40150801
     1.96535576 -432.54383391   59.38705356  371.27359265 -218.11940349
    -7.87769225]]",0.54765625,PhiID prediction,pre1,light drowsy
1425,"[[  -3.89791798  169.87429163  194.63725795   63.5993333  -484.34667746
     3.25991273   88.53457687  133.21253064   -3.89791798  169.87429164
    -2.1429682  -492.49444456 -105.02548179  433.16931039  -54.98367141
    -5.3778383 ]]",0.54609375,PhiID prediction,pre1,light drowsy
1426,"[[  -1.2979539   122.68993993  593.98979837  188.40631547 -799.69334198
   -12.3182645    71.80369945  836.6918298    -1.29795389  122.68993987
    12.91459045 -905.37526286 -186.53935112  727.8310589  -633.09434629
    -9.40785027]]",0.5359375,PhiID prediction,pre1,light drowsy
1427,"[[  -5.81915711  136.28894768  -23.46696784 -203.93242711 -258.19205454
     4.48980513   20.26386335   78.29340907   -5.81915711  136.28894765
    -3.57741517 -293.67023335  155.75568945  440.62155874 -187.6325476
   -10.46079886]]",0.56484375,PhiID prediction,pre1,light drowsy
1428,"[[-5.49516421e+00  8.53492001e+01 -6.80594055e+01 -3.20380907e+02
  -5.08170737e+01  5.46604387e-01  7.34809371e+01  3.12192376e+02
  -5.49516421e+00  8.53492000e+01  3.05187178e-01 -6.80382923e+02
   3.16487934e+02  3.87896938e+02  4.53065297e+01 -9.86273226e+00]]",0.55234375,PhiID prediction,pre1,light drowsy
1429,"[[-5.17067875e+00  9.03762270e+01  1.05421596e+02 -1.25813658e+02
  -2.51952393e+02  5.53597620e-01  7.92135093e+01  2.24024899e+02
  -5.17067876e+00  9.03762269e+01  2.40700213e-01 -4.36662493e+02
   1.21611548e+02  4.73154473e+02 -2.26694097e+02 -5.56271119e+00]]",0.5546875,PhiID prediction,pre1,light drowsy
1430,"[[  -3.0047083   151.59709765  632.23182054  673.82439072 -855.20923672
    -3.10329992   92.1690693   711.36852191   -3.0047083   151.5970977
     4.69026012 -267.45095953 -726.63044513  467.11203622 -878.51518387
   -12.44119121]]",0.53671875,PhiID prediction,pre1,light drowsy
1431,"[[  -5.68355172  202.70939169 -159.5219311   122.81492893 -234.17897174
     3.24419689   45.90371534  -22.8509467    -5.68355172  202.70939171
    -1.58989441 -346.88518894 -176.71339961  611.06340837 -221.16024356
    -1.43756515]]",0.5390625,PhiID prediction,pre1,light drowsy
1432,"[[-4.44906817e+00  3.76733969e+01  3.60168756e+02 -2.04035880e+02
  -4.00908630e+02  1.60760333e-01  6.91185547e+01  3.92532452e+02
  -4.44906816e+00  3.76733970e+01  1.16729045e+00 -8.11991931e+02
   1.50255555e+02  5.07048083e+02 -7.47729084e+01 -1.30675687e+01]]",0.55390625,PhiID prediction,pre1,light drowsy
1433,"[[  -4.46395213   90.24432234 -227.05218149 -414.75705961   89.76662736
    -3.07400933   69.14117765   50.91723509   -4.46395213   90.24432234
     4.19856845 -511.95615493  366.46383117  410.63466109   77.41797649
    -9.28327621]]",0.57109375,PhiID prediction,pre1,light drowsy
1434,"[[-5.42069343e+00  7.21640132e+01  2.45108804e+01 -1.45409754e+02
  -1.61162117e+02  3.13196193e-01  3.41111842e+01  2.72144625e+02
  -5.42069343e+00  7.21640132e+01  9.49582800e-01 -5.85476052e+02
   8.72818438e+01  4.57798529e+02 -1.27534144e+02 -8.15902312e+00]]",0.56953125,PhiID prediction,pre1,light drowsy
1435,"[[-4.53486318e+00  1.20207440e+02  1.58257171e+02 -1.90265816e+02
  -3.26456250e+02 -5.77143067e-02  1.10783088e+02  3.67965991e+02
  -4.53486318e+00  1.20207440e+02  1.97963764e+00 -6.01837351e+02
   1.56910878e+02  4.38438332e+02 -1.76374062e+02 -8.33192358e+00]]",0.5265625,PhiID prediction,pre1,light drowsy
1436,"[[  -3.29777132  114.89839728  -34.46602326   35.87706206 -158.84510221
    -4.44071874   71.76462891  569.09320525   -3.29777132  114.89839732
     5.68525715 -475.14556646  -71.89788822  171.55530658 -247.57743881
    -8.45313453]]",0.5421875,PhiID prediction,pre1,light drowsy
1437,"[[  -4.08690299  105.72008724  297.72599096  224.75810074 -496.31172478
    -5.08696077   50.70330684  511.33297534   -4.08690299  105.7200872
     6.0196366  -438.47195597 -263.20296044  472.8645016  -534.07063545
   -10.84889394]]",0.54921875,PhiID prediction,pre1,light drowsy
1438,"[[  -2.87250643  158.03219196  -35.9651421  -274.74402477 -194.68530209
    -5.30783348  106.34943334  169.84739281   -2.87250643  158.032192
     6.33057577 -575.26255943  242.02955633  433.82438644    2.54997913
    -9.05229478]]",0.56171875,PhiID prediction,pre1,light drowsy
1439,"[[  -3.89457748   98.93935793 -238.96642511 -420.61117307   51.74422773
     9.88546087   48.35211178  -42.82657488   -3.89457748   98.93935797
    -8.85380309 -320.91702068  370.48261667  309.09709194   63.88847262
   -11.4865542 ]]",0.56015625,PhiID prediction,pre1,light drowsy
1440,"[[-6.51258641e+00  1.16010775e+02  2.79238745e+02 -5.52513018e+02
  -4.06495311e+02  2.36613021e+00  1.10147087e+02  1.86153508e+02
  -6.51258641e+00  1.16010775e+02  1.59350553e-01 -9.58319243e+02
   4.91028906e+02  8.91609245e+02 -4.85730670e+01 -1.11615417e+01]]",0.52578125,PhiID prediction,pre1,light drowsy
1441,"[[  -1.11322179  152.35525023 -225.47542931  -31.04641961    4.61284942
     4.68969419  105.37243199   51.52037435   -1.11322179  152.35525022
    -3.59303239 -187.38260758    3.31653092  586.95911123 -439.9813064
    -7.99620096]]",0.540625,PhiID prediction,pre1,light drowsy
1442,"[[ 1.72106974e-01  1.49463747e+02  1.73373932e+02 -2.45235527e+02
  -3.49782724e+02 -7.99165235e+00  1.03692317e+02  3.14305738e+02
   1.72106973e-01  1.49463747e+02  8.82158468e+00 -6.89904249e+02
   2.12775232e+02  3.44666964e+02  8.00774363e+01 -5.98602476e+00]]",0.56953125,PhiID prediction,pre1,light drowsy
1443,"[[   -3.69184509    60.41702558   536.5224311   -280.11791987
   -645.38328963    -3.95706844    52.94895156   335.00852526
     -3.69184509    60.41702553     5.1485458  -1199.54012025
    227.60164334   902.77194985   -40.42855133   -10.31951   ]]",0.57578125,PhiID prediction,pre1,light drowsy
1444,"[[  -3.8705029    47.35966412  739.94383106  375.73856203 -782.27025673
    -6.16706603   72.96294497  901.66042537   -3.87050291   47.35966395
     7.50572131 -605.98793661 -443.94161406  543.32281993 -821.15396327
   -14.34888758]]",0.55703125,PhiID prediction,pre1,light drowsy
1445,"[[  -3.27330633   95.92821774  601.22947848  -55.53337506 -769.5928319
     3.05579107   57.41739004  370.48459357   -3.27330634   95.9282177
    -2.21810796 -606.46671287   -5.89592425  606.31733144 -372.11031144
    -8.07543131]]",0.54609375,PhiID prediction,pre1,light drowsy
1446,"[[  -4.3993127   147.9936546   257.69292952 -151.72478402 -523.01982547
    -3.99859416   54.67308301  229.27749063   -4.39931271  147.99365461
     5.01939605 -749.09727229   96.07640674 1010.95237672 -477.91358385
    -9.63677211]]",0.5671875,PhiID prediction,pre1,light drowsy
1447,"[[  -5.83713307   86.65572935  102.69282157 -286.93258521 -270.72862734
     3.56339981   52.20850944  255.79909206   -5.83713307   86.65572936
    -2.48559267 -438.51247789  253.13497458  452.96680295 -237.72674878
    -6.46230981]]",0.55625,PhiID prediction,pre1,light drowsy
1448,"[[-6.29900172e-01  4.20007564e+01  3.89817234e+02  1.42374049e+02
  -3.92646358e+02 -2.00859812e+00  9.42752513e+01  5.35770813e+02
  -6.29900169e-01  4.20007564e+01  3.21631444e+00 -6.95863998e+02
  -2.00618062e+02  4.59742203e+02 -2.93897069e+02 -1.16581717e+01]]",0.53359375,PhiID prediction,pre1,light drowsy
1449,"[[  -2.46276346   67.79214159   56.30041967  211.0492033  -127.98018172
    -0.8263546    89.50359729  314.43793801   -2.46276346   67.79214157
     1.79031647 -418.625927   -220.17839647  313.74545332 -163.04799707
    -4.77316358]]",0.5625,PhiID prediction,pre1,light drowsy
1450,"[[   -1.86844597   217.78642544   781.78711628   511.45499119
  -1116.65218131     4.70611172   107.63640998   564.91876023
     -1.86844597   217.78642536    -3.02169031  -417.69595681
   -556.93242659   549.1538398   -657.48485152    -9.73832081]]",0.52734375,PhiID prediction,pre1,light drowsy
1451,"[[-1.26631882e-02  9.80812778e+01  7.88615809e+01 -1.65965457e+02
  -1.64875213e+02  5.76389997e+00  1.07301842e+02  5.64293866e+02
  -1.26631877e-02  9.80812778e+01 -4.54567045e+00 -5.94948974e+02
   1.38815143e+02  2.11698922e+02 -1.50084076e+02 -1.07424158e+01]]",0.5625,PhiID prediction,pre1,light drowsy
1452,"[[-4.71831703e+00  8.50603196e+01  7.75877981e+02  2.32474099e+02
  -9.31033607e+02  7.49819067e-01  5.40697962e+01  6.27985287e+02
  -4.71831704e+00  8.50603196e+01  8.95478671e-02 -8.37731000e+02
  -2.46564341e+02  5.72905714e+02 -3.30308441e+02 -7.29650275e+00]]",0.55390625,PhiID prediction,pre1,light drowsy
1453,"[[ 1.60913134e+00  1.12693688e+02 -1.23361616e+02 -3.25141419e+01
   2.07371120e+01  3.68211844e+00  1.09772985e+02  3.50130623e+02
   1.60913134e+00  1.12693688e+02 -2.98336668e+00 -2.32830478e+02
   2.34227608e+01  9.41323511e-02 -7.10598144e+01 -4.67551630e+00]]",0.5328125,PhiID prediction,pre1,light drowsy
1454,"[[  -3.33354298  150.44721843  223.1375602  -241.82687852 -477.17592901
     5.0428767    78.59835403  106.59416158   -3.33354298  150.44721847
    -4.20764407 -717.58416329  211.15176186  571.49953583   60.12303772
    -6.71890759]]",0.5328125,PhiID prediction,pre1,light drowsy
1455,"[[  -7.96948978  168.41171078  -55.03058243 -239.19402883 -288.33785365
     9.13674768   44.25818278  -29.45107026   -7.96948978  168.41171078
    -7.31910495 -475.53176506  177.13828283  505.06116532   21.38541837
   -12.93512512]]",0.546875,PhiID prediction,pre1,light drowsy
1456,"[[  -0.45087333  118.92217683 -204.24171907  243.79333083   63.29168208
    -2.95497901  100.23746375  375.14119811   -0.45087332  118.92217684
     4.09506934  -96.05920507 -264.47448696  151.95671616 -383.53993529
    -4.62404769]]",0.5453125,PhiID prediction,pre1,light drowsy
1457,"[[  -2.56350844  166.20035438  384.88928925   74.87404053 -663.2187663
    -3.45115863   81.71652979  194.473974     -2.56350844  166.20035441
     4.30980735 -621.97874556 -112.47957214  643.8757063  -199.58863183
   -11.66877847]]",0.54453125,PhiID prediction,pre1,light drowsy
1458,"[[  -6.02024034   54.02171026   66.21664286   75.1518906  -164.91561609
    -6.34092601   56.47259589  371.17144346   -6.02024034   54.02171027
     7.52330114 -662.43885274 -101.61562479  609.09998216 -289.93629141
   -10.04919892]]",0.54375,PhiID prediction,pre1,light drowsy
1459,"[[  -1.19450712  126.97191138  700.62671141  309.21822099 -854.38600841
    -2.93966914  110.80939943  692.15742831   -1.19450713  126.9719113
     4.12834486 -555.15221095 -318.10261123  555.73928656 -646.27690046
    -1.76729235]]",0.55390625,PhiID prediction,pre1,light drowsy
1460,"[[  -1.4330172   243.05235363  435.54910573  223.8553829  -848.37870993
    -7.99424757  102.95337949  378.22372311   -1.43301721  243.05235372
     8.86266686 -583.89591836 -247.89802011  774.74811929 -557.59653192
    -8.76174277]]",0.5421875,PhiID prediction,pre1,light drowsy
1461,"[[  -3.46826033  105.47966863  -79.85219935 -128.82628535  -75.92039063
     3.56792272   84.05733439  173.92303156   -3.46826033  105.47966865
    -2.33880853 -325.18182796   77.26068724  558.9997818  -390.96357175
   -14.32493972]]",0.54609375,PhiID prediction,pre1,light drowsy
1462,"[[-2.60873270e-01  2.22299817e+02  1.11279047e+02 -2.69976564e+02
  -4.32181305e+02  7.35393246e+00  1.21305949e+02  7.79941954e+01
  -2.60873271e-01  2.22299817e+02 -6.00959019e+00 -4.90559565e+02
   2.53509474e+02  4.75474438e+02 -1.32997213e+01 -7.96163214e+00]]",0.54296875,PhiID prediction,pre1,light drowsy
1463,"[[  -6.86569022   34.14563547  326.76520686 -573.74959065 -358.5031881
     2.12772405   70.44354911  319.57713004   -6.86569022   34.14563545
    -1.25037941 -569.42747766  542.0281367   699.06229011 -402.76776561
   -20.31108978]]",0.5359375,PhiID prediction,pre1,light drowsy
1464,"[[  -5.48009676   55.43683464  522.99832453  289.44509203 -608.4947762
    -5.75428565   68.20213694  738.07754307   -5.48009674   55.43683461
     6.60018301 -459.69566155 -326.12952147  576.63480626 -827.35106787
   -12.12463089]]",0.51640625,PhiID prediction,pre1,light drowsy
1465,"[[  -2.62665779  114.8606023   489.34227966  187.51551516 -659.54791709
    -5.54843868   89.42807654  500.89066171   -2.62665781  114.86060212
     6.86679151 -657.02541215 -222.20322388  695.68787317 -523.79216526
    -8.95359612]]",0.5625,PhiID prediction,pre1,light drowsy
1466,"[[  -1.79724133   98.08091291  451.14184722 -279.75800715 -591.53911085
    -4.20540089   66.68504407   73.84428528   -1.79724133   98.08091287
     5.24436494 -656.72786708  222.25710723  822.98539296 -223.41314973
   -11.17264764]]",0.56328125,PhiID prediction,pre1,light drowsy
1467,"[[-3.53344923e+00  1.12061543e+02  2.80244754e+02  1.45216872e+02
  -4.84395265e+02 -2.58431293e-02  4.24680265e+01  2.68126215e+02
  -3.53344923e+00  1.12061543e+02  1.04656110e+00 -4.28049050e+02
  -1.72548992e+02  5.59233725e+02 -3.65549852e+02 -7.27310071e+00]]",0.5609375,PhiID prediction,pre1,light drowsy
1468,"[[-3.86637230e+00  7.53653776e+01  4.32165671e+02  7.02538955e+00
  -5.17522533e+02  4.61928385e-01  8.62908539e+01  4.73314549e+02
  -3.86637231e+00  7.53653776e+01  1.12018355e+00 -5.64763181e+02
  -5.96420017e+01  5.22679802e+02 -3.99785237e+02 -1.45731954e+01]]",0.559375,PhiID prediction,pre1,light drowsy
1469,"[[  -4.01330643  113.07848542  416.35996454  223.93346692 -574.7672214
    -2.18996257   86.74425737  493.99072648   -4.01330644  113.07848534
     3.83446637 -467.76126147 -246.10825362  623.31516887 -603.21163955
   -10.76876634]]",0.54140625,PhiID prediction,pre1,light drowsy
1470,"[[  -3.02634047   55.27286935  496.00828622  174.07547405 -547.7263646
     9.17290394   60.87086959  441.28523549   -3.02634046   55.27286951
    -7.61737064 -495.94236836 -251.68662562  281.67125014 -203.38726443
   -15.54319386]]",0.540625,PhiID prediction,pre1,light drowsy
1471,"[[  -6.72759212  100.85153979  432.66731637  116.11023356 -628.58567131
     6.08142344   72.66863898  329.22718961   -6.72759214  100.85153972
    -4.89637399 -507.39584445 -127.56111538  454.14537532 -248.22413149
    -3.94004423]]",0.55546875,PhiID prediction,pre1,light drowsy
1472,"[[  -1.90369587   76.29490621 -404.36871439 -357.15642648  323.75965136
    -7.51345693   88.71813904   71.60440673   -1.90369587   76.29490622
     8.7674883  -432.95664981  317.6766798   387.81429703    1.15501473
    -9.97241451]]",0.546875,PhiID prediction,pre1,light drowsy
1473,"[[  -1.58314284  155.55355705 -229.18039965   69.89212971   41.16414569
    -2.5559803   126.00308867  121.29717138   -1.58314284  155.55355705
     4.27417651  -83.8791872  -110.07432823  227.11809301 -212.68414888
   -10.82124586]]",0.5453125,PhiID prediction,pre1,light drowsy
1474,"[[-4.51089506e+00  7.54542605e+01 -7.79828679e+01  1.17786285e+02
  -2.70737611e+01  2.69310061e-01  9.18343412e+01  4.13679072e+02
  -4.51089505e+00  7.54542605e+01  9.42743770e-01 -4.30142159e+02
  -1.59175970e+02  4.27109005e+02 -3.90548621e+02 -9.49814141e+00]]",0.515625,PhiID prediction,pre1,light drowsy
1475,"[[  -3.49688165  136.20421545 -315.64145621 -265.72819198  112.66566053
     8.23051997   85.59806277 -247.34457879   -3.49688164  136.20421546
    -7.32850675 -422.60970455  241.6842427   483.58254167  233.86951347
    -5.41208037]]",0.5578125,PhiID prediction,pre1,light drowsy
1476,"[[  -6.92142534  137.13859108  317.16903808 -206.28153193 -577.09005789
     2.61727341   58.79182095   -2.58689781   -6.92142533  137.13859108
    -0.79435363 -728.67834777  146.62111108  759.31869828   -9.98074684
   -15.52741159]]",0.56171875,PhiID prediction,pre1,light drowsy
1477,"[[-4.30639211e+00  1.20632609e+02  7.05410712e+02  1.64927106e+02
  -9.06208366e+02 -8.50193760e-02  6.20970279e+01  5.42206658e+02
  -4.30639213e+00  1.20632609e+02  1.61606184e+00 -6.87472845e+02
  -2.06148113e+02  6.34284143e+02 -4.59966003e+02 -2.94332699e-01]]",0.55625,PhiID prediction,pre1,light drowsy
1478,"[[  -2.20744416  150.27878918  515.6529544  -118.11719611 -739.42785528
    -7.51282565   94.087734    424.29878107   -2.20744416  150.27878911
     7.56704373 -586.15702561  116.13896996  644.8859643  -435.20025211
   -11.08281072]]",0.55,PhiID prediction,pre1,light drowsy
1479,"[[  -2.07041413   68.03079319   94.34805526   30.18722373  -92.54017219
     5.63785038  134.84581637  574.48734976   -2.07041413   68.0307932
    -3.93724065 -121.54066738  -51.48130591  -37.11340956 -349.22971542
    -9.98008408]]",0.571875,PhiID prediction,pre1,light drowsy
1480,"[[  -2.17898443  245.39092218  427.14106195  -88.80002289 -875.19924005
     4.94574939   65.67202541   29.10543732   -2.17898443  245.39092212
    -4.0398935  -532.47245074   63.47982923  578.88486878  -43.97111458
    -8.82075504]]",0.5421875,PhiID prediction,pre1,light drowsy
1481,"[[  -5.05785744  127.70879685  106.17250467 -335.7913857  -355.34204544
    -4.25617748   46.83008846   53.79898743   -5.05785743  127.70879684
     5.40892947 -671.9524246   305.79608493  679.6862779   -33.402803
    -6.27794918]]",0.54140625,PhiID prediction,pre1,light drowsy
1482,"[[  -3.4126466   196.05264971  145.08428463 -181.07137303 -454.05993133
    -5.62792258   83.93320595  404.9552808    -3.4126466   196.05264972
     7.52096308 -728.91801007  105.83960097  720.17318583 -361.8481528
   -12.55053877]]",0.5328125,PhiID prediction,pre1,light drowsy
1483,"[[-2.74663113e+00  1.38817428e+02  2.22701417e+02  1.20703997e+02
  -4.71197064e+02  1.35640965e+00  6.50751099e+01  5.90885687e+02
  -2.74663114e+00  1.38817428e+02 -4.45237893e-01 -2.42607000e+02
  -1.42038568e+02  3.03488077e+02 -6.29576725e+02 -1.79164513e+00]]",0.546875,PhiID prediction,pre1,light drowsy
