,Weight vectors,Accuracy,Strategy,Time period,Drowsiness
692,"[[-7.18251598e-01  6.26085561e+02 -3.59175762e+03  3.37783566e+03
   2.61019615e+03 -3.27702166e+00 -5.84241938e+02  1.38960458e+02
  -7.18251598e-01  6.26085561e+02  3.61898943e+00 -9.58155961e+02
  -1.86824270e+03  8.45955446e+02 -3.72697178e+02 -6.75706550e+02]]",0.5320786997433704,PhiID prediction,pre1,awake
693,"[[-3.75617845e+00  6.23295614e+02 -1.96658667e+03  1.13716088e+04
   1.31138758e+03 -4.17579001e+00 -3.86781049e+02 -1.33890057e+02
  -3.75617845e+00  6.23295614e+02  4.27803734e+00 -1.60478855e+03
  -1.13269792e+04  1.16812830e+03  2.93281477e+02 -3.87864672e+02]]",0.5526090675791274,PhiID prediction,pre1,awake
694,"[[-4.55882266e+00  7.43772289e+02  1.46137747e+03  2.42417429e+04
  -2.39495833e+03 -1.92840177e+00 -4.50197056e+02 -6.13696763e+02
  -4.55882266e+00  7.43772289e+02  2.09966716e+00 -7.31213336e+02
  -2.34711704e+04 -9.77927947e+01  1.15105418e+03 -5.25248596e+02]]",0.544054747647562,PhiID prediction,pre1,awake
695,"[[-5.91435798e+00  6.40795659e+02 -2.15277491e+03  1.12178052e+04
   1.81397619e+03 -2.36612840e+00 -5.64086594e+01 -8.19699277e+02
  -5.91435799e+00  6.40795659e+02  2.51110464e+00 -1.78987734e+03
  -1.02793685e+04  1.39471646e+03  9.24824268e+02 -5.41504356e+02]]",0.542343883661249,PhiID prediction,pre1,awake
696,"[[-3.00208813e+00  8.12053261e+02 -2.31560541e+03  2.16276798e+04
   1.26240089e+03 -4.75816013e+00 -3.79207260e+02 -3.05483840e+02
  -3.00208813e+00  8.12053261e+02  4.94684284e+00 -2.21955611e+03
  -2.13105483e+04  1.52642169e+03  7.00092479e+02 -4.51502889e+02]]",0.5158254918733961,PhiID prediction,pre1,awake
697,"[[-3.75725138e+00  6.74026796e+02 -3.51688858e+02  1.58964774e+04
  -4.53275085e+02 -3.01386897e+00 -2.99601042e+02 -3.99062236e+02
  -3.75725138e+00  6.74026796e+02  3.20160896e+00 -2.04678899e+03
  -1.48550056e+04  1.51479167e+03  6.76923541e+02 -4.47547648e+02]]",0.5491873396065012,PhiID prediction,pre1,awake
698,"[[-3.53717337e+00  5.14172048e+02 -2.14574047e+03  6.06429461e+03
   1.64135327e+03 -2.02654901e+00 -2.76493824e+02 -1.15616594e+02
  -3.53717337e+00  5.14172048e+02  2.22270050e+00 -1.16520208e+03
  -4.74219770e+03  7.33647241e+02  2.83836588e+02 -7.61327078e+02]]",0.553464499572284,PhiID prediction,pre1,awake
699,"[[-1.79976360e+00  9.19375452e+02 -4.29452079e+03 -5.73127878e+02
   3.05841137e+03 -4.09403455e+00 -2.98655010e+02  2.98571503e+02
  -1.79976359e+00  9.19375452e+02  4.24391328e+00 -1.88318363e+03
   1.04948728e+03  1.14269362e+03  1.30636585e+02 -3.72896530e+02]]",0.5491873396065012,PhiID prediction,pre1,awake
700,"[[-4.84080075e+00  4.30306375e+02 -5.68064637e+03  3.58245035e+03
   5.52816373e+03 -2.12405636e+00 -2.48028031e+02  3.09519237e+02
  -4.84080074e+00  4.30306375e+02  2.29247721e+00 -2.25433742e+03
  -2.61844612e+03  1.81486826e+03 -1.57325043e+02 -4.99888211e+02]]",0.5449101796407185,PhiID prediction,pre1,awake
701,"[[-2.12823061e+00  3.98639062e+02 -2.22339148e+03  6.68172520e+03
   1.87090319e+03 -1.99577021e+00 -4.81159181e+02 -5.32461059e+02
  -2.12823061e+00  3.98639062e+02  2.09170417e+00 -1.25041977e+03
  -6.12015805e+03  1.60065638e+03 -1.22102678e+02 -5.59197858e+02]]",0.5183917878528657,PhiID prediction,pre1,awake
702,"[[-4.15059578e+00  3.04227341e+02 -9.45199698e+01  1.60565503e+04
   7.37870695e+01 -2.58147481e+00 -3.07506219e+02 -7.49055397e+02
  -4.15059578e+00  3.04227341e+02  2.84674160e+00 -1.10872082e+03
  -1.49671790e+04  1.07202133e+03  5.17411091e+02 -5.93479312e+02]]",0.5457656116338752,PhiID prediction,pre1,awake
703,"[[-1.77468541e-01  4.53099338e+02 -2.82440034e+03  1.14240313e+04
   2.17833166e+03 -2.51426012e+00 -5.03430714e+02 -1.29873377e+02
  -1.77468540e-01  4.53099338e+02  2.63011827e+00 -1.65244166e+03
  -1.09414738e+04  1.48087090e+03  3.73781073e+01 -4.04767263e+02]]",0.544054747647562,PhiID prediction,pre1,awake
704,"[[-6.63217518e+00  5.30212519e+02 -1.94779381e+02  1.00726109e+04
   3.09558814e+02 -2.59811941e+00  1.36730835e+02 -7.15424915e+02
  -6.63217518e+00  5.30212519e+02  2.77592052e+00 -5.63863682e+02
  -8.98963334e+03  8.32172235e+02  1.14352744e+02 -6.60223973e+02]]",0.5346449957228401,PhiID prediction,pre1,awake
705,"[[-2.56732584e+00  6.77228814e+02 -2.52409684e+02  1.87170034e+04
  -7.13367373e+02 -2.23483386e+00 -5.73687453e+02 -9.50820641e+02
  -2.56732584e+00  6.77228814e+02  2.43473810e+00 -1.43563107e+03
  -1.76663427e+04  1.22201157e+03  8.43022033e+02 -4.76261373e+02]]",0.544054747647562,PhiID prediction,pre1,awake
706,"[[-5.76231461e+00  6.40355401e+02  2.75916681e+02  1.02729551e+04
  -7.44920303e+02 -2.96465640e+00 -1.65801407e+02 -4.36040939e+02
  -5.76231461e+00  6.40355401e+02  3.07965160e+00 -4.93502949e+02
  -9.70190194e+03  3.16573623e+02  3.45930280e+02 -4.81922927e+02]]",0.5551753635585971,PhiID prediction,pre1,awake
707,"[[-4.89643815e+00  2.77804145e+02 -1.69406209e+01  1.23141055e+04
   1.83001189e+02 -3.05429192e+00 -3.17713100e+02 -3.82287276e+02
  -4.89643815e+00  2.77804145e+02  3.21302669e+00 -8.22986204e+02
  -1.15140314e+04  5.70387374e+02  3.15055121e+02 -5.03051296e+02]]",0.5372112917023096,PhiID prediction,pre1,awake
708,"[[-1.88794915e+00  5.91919789e+02 -2.72025975e+03  3.89887396e+03
   1.76500420e+03 -2.09306745e+00 -7.23664906e+02 -2.36261328e+02
  -1.88794916e+00  5.91919789e+02  2.24392816e+00 -1.79784160e+03
  -3.13216515e+03  1.16473771e+03  5.74836870e+02 -5.20315858e+02]]",0.5406330196749358,PhiID prediction,pre1,awake
709,"[[-4.96644966e+00  7.65505323e+02  2.61563522e+02  1.32463334e+04
  -1.25408597e+03 -3.41441299e+00 -2.77001893e+02 -1.93174164e+02
  -4.96644966e+00  7.65505323e+02  3.63311271e+00 -1.52857179e+03
  -1.29424071e+04  8.85104275e+02  6.46729402e+02 -2.95405640e+02]]",0.5705731394354149,PhiID prediction,pre1,awake
710,"[[-6.16336839e+00  5.35404214e+02 -2.05568111e+03  1.21545891e+04
   1.76695867e+03 -3.70219032e+00 -2.42486463e+02 -1.64554613e+02
  -6.16336839e+00  5.35404214e+02  3.88801351e+00 -1.59440259e+03
  -1.16798656e+04  9.26787919e+02  5.62230301e+02 -4.66229654e+02]]",0.5355004277159966,PhiID prediction,pre1,awake
711,"[[-3.52038890e+00  3.31278907e+02 -2.04404722e+01  1.79566463e+04
   2.94159952e+02 -3.96038953e+00  3.06033845e+00 -2.38300182e+02
  -3.52038891e+00  3.31278907e+02  3.91759274e+00 -1.19486819e+03
  -1.78414890e+04  1.27645073e+03 -1.58213477e+02 -3.85263903e+02]]",0.5457656116338752,PhiID prediction,pre1,awake
712,"[[-1.55892749e+00  8.86378707e+02 -8.27841222e+02  2.85563194e+04
  -5.30985326e+02 -4.00333327e+00 -4.20329475e+02 -1.06257308e+03
  -1.55892749e+00  8.86378707e+02  4.19253501e+00 -2.02831617e+03
  -2.82022380e+04  1.26497743e+03  1.56167654e+03 -3.30810581e+02]]",0.542343883661249,PhiID prediction,pre1,awake
713,"[[-1.11338271e+00  5.76298682e+02 -2.17253931e+03  1.01067170e+04
   1.53033922e+03 -4.39960994e+00 -3.43493241e+02 -3.50529615e+02
  -1.11338271e+00  5.76298682e+02  4.54207453e+00 -1.67753192e+03
  -1.00575137e+04  1.23320721e+03  4.98986789e+02 -3.60882132e+02]]",0.5543199315654406,PhiID prediction,pre1,awake
714,"[[-7.06172130e+00  5.63880171e+02 -9.81596144e+02  1.61353821e+04
   7.11379887e+02 -1.23602545e+00 -1.63314507e+02 -8.22512796e+02
  -7.06172130e+00  5.63880171e+02  1.39298164e+00 -9.73653444e+02
  -1.45828362e+04  9.38703717e+02  5.57532806e+02 -7.54253156e+02]]",0.5278015397775877,PhiID prediction,pre1,awake
715,"[[-5.84171621e+00  4.15557360e+02 -3.00595589e+03  5.45682989e+03
   2.95373304e+03 -4.65570175e+00 -2.91454509e+02  1.81230838e+02
  -5.84171621e+00  4.15557360e+02  4.89345996e+00 -1.04392181e+03
  -4.53864881e+03  1.03721286e+03 -4.75974203e+02 -4.10141815e+02]]",0.5218135158254918,PhiID prediction,pre1,awake
716,"[[-6.15642040e+00  7.74611502e+02 -1.09276868e+02  1.21705447e+04
  -4.33178144e+02 -4.66713529e-01 -6.91573910e+01 -3.64987828e+02
  -6.15642040e+00  7.74611502e+02  6.09573455e-01 -8.55967187e+02
  -1.14777149e+04  4.09629659e+02  4.74204217e+02 -5.70607995e+02]]",0.5303678357570573,PhiID prediction,pre1,awake
717,"[[-3.87373539e+00  9.99663762e+01  1.73995729e+03  8.98447716e+03
  -1.29113055e+03 -4.49259830e+00 -3.34758874e+02 -4.38401581e+02
  -3.87373539e+00  9.99663762e+01  4.87175848e+00  1.36882539e+02
  -7.68500837e+03  1.91198763e+02 -2.15146935e+02 -6.11031477e+02]]",0.5183917878528657,PhiID prediction,pre1,awake
718,"[[-3.96149441e+00  4.18572828e+02  1.87343528e+02  2.02007748e+04
  -3.10531191e+02 -1.26723535e+00 -2.86909511e+02 -1.14783935e+03
  -3.96149441e+00  4.18572828e+02  1.44782643e+00 -1.08866362e+03
  -1.95652050e+04  1.26955737e+03  6.19916175e+02 -5.74504400e+02]]",0.5449101796407185,PhiID prediction,pre1,awake
719,"[[-4.79391460e+00  8.15773839e+02  2.29168669e+02  1.73646488e+04
  -1.18686100e+03 -1.84687947e+00 -3.25018079e+02 -1.19823964e+03
  -4.79391460e+00  8.15773839e+02  1.91051159e+00 -1.18857613e+03
  -1.66080402e+04  1.20128214e+03  8.80038923e+02 -6.01006059e+02]]",0.5226689478186484,PhiID prediction,pre1,awake
720,"[[-4.09951563e+00  5.83143212e+02 -2.90589161e+03  2.12683109e+03
   2.41253030e+03 -2.79826319e+00 -2.99637602e+02 -2.46767296e+02
  -4.09951563e+00  5.83143212e+02  2.97843126e+00 -9.56355727e+02
  -1.31186527e+03  1.00454912e+03 -1.26603095e+02 -5.36984558e+02]]",0.553464499572284,PhiID prediction,pre1,awake
721,"[[-4.26338279e+00  4.14721977e+02 -3.39820561e+03  6.63415834e+03
   3.40450675e+03 -2.77223661e+00 -1.66355004e+02  1.08083784e+02
  -4.26338279e+00  4.14721977e+02  2.98404676e+00 -1.37272142e+03
  -5.88657440e+03  1.04167400e+03 -1.00238257e+02 -4.61569243e+02]]",0.5483319076133447,PhiID prediction,pre1,awake
722,"[[-3.57879074e+00  4.11073813e+02 -1.38005065e+03  8.13813902e+03
   1.23476818e+03 -3.67438904e+00 -2.11919330e+02  2.38244493e+02
  -3.57879074e+00  4.11073813e+02  3.83497240e+00 -1.62100438e+03
  -7.27518239e+03  1.17885498e+03 -7.67207289e+01 -6.24145886e+02]]",0.5201026518391788,PhiID prediction,pre1,awake
723,"[[-1.59010539e+00  8.20055427e+02  1.39119062e+02  1.93206963e+04
  -1.48364000e+03 -1.34242513e+00 -5.97986166e+02 -1.28604088e+02
  -1.59010539e+00  8.20055427e+02  1.59375861e+00 -1.28643410e+03
  -1.84883590e+04  2.90891977e+02  8.23615729e+02 -5.06997732e+02]]",0.5286569717707442,PhiID prediction,pre1,awake
724,"[[-5.51806471e+00  6.06967635e+02 -1.88250488e+03  1.45431540e+04
   1.65017481e+03 -4.10615225e+00 -7.24593146e+01 -2.57923501e+02
  -5.51806471e+00  6.06967635e+02  4.27741830e+00 -1.45337487e+03
  -1.39020711e+04  1.17094953e+03  2.17638498e+02 -5.89550036e+02]]",0.5508982035928144,PhiID prediction,pre1,awake
725,"[[-3.30193195e+00  4.09166386e+02 -5.82869036e+02  3.17004631e+03
   6.09708995e+02 -3.08567764e+00 -2.01421338e+02 -1.02987651e+03
  -3.30193195e+00  4.09166386e+02  3.14286891e+00 -1.64625904e+03
  -3.23419933e+03  1.63784296e+03  7.01362895e+02 -3.86986973e+02]]",0.5320786997433704,PhiID prediction,pre1,awake
726,"[[-4.80357030e+00  5.53070314e+02 -1.67670160e+03  1.66556974e+04
   1.42181427e+03 -4.46993879e+00 -1.69166681e+02 -7.63230319e+02
  -4.80357030e+00  5.53070314e+02  4.56166772e+00 -1.53860711e+03
  -1.61388862e+04  1.36403361e+03  6.29389806e+02 -5.29930514e+02]]",0.5278015397775877,PhiID prediction,pre1,awake
727,"[[-5.51794993e+00  5.55330284e+02 -4.24250832e+01  8.92515449e+03
  -1.24740655e+02 -1.54631699e+00 -7.21695183e+00 -1.91505302e+02
  -5.51794993e+00  5.55330284e+02  1.64743102e+00 -6.69548841e+02
  -7.96330435e+03  4.13605080e+02  1.42820479e+02 -5.49338702e+02]]",0.5568862275449101,PhiID prediction,pre1,awake
728,"[[-5.41822035e+00  7.37836800e+02 -1.15814619e+03  8.55592268e+03
   5.01685389e+02 -5.08925846e+00 -1.63007894e+02 -3.45903795e+02
  -5.41822035e+00  7.37836800e+02  5.26150342e+00 -1.26945336e+03
  -7.57018781e+03  9.77578408e+02  3.37039749e+02 -6.53087045e+02]]",0.5372112917023096,PhiID prediction,pre1,awake
729,"[[-2.41246015e+00  5.78128088e+02 -4.89472248e+02  1.49066789e+04
  -1.54667483e+02 -4.78632429e+00 -4.16254018e+02 -3.62920575e+02
  -2.41246015e+00  5.78128088e+02  4.96372567e+00 -1.31671896e+03
  -1.44086714e+04  9.96612897e+02  3.89200137e+02 -2.20709564e+02]]",0.5654405474764757,PhiID prediction,pre1,awake
730,"[[-3.08100177e+00  5.53658298e+02  1.76316262e+02  2.04027081e+04
  -9.04170045e+02 -4.42636719e+00 -4.12137335e+02 -4.03884978e+02
  -3.08100176e+00  5.53658298e+02  4.71568881e+00 -1.44286121e+03
  -1.96932346e+04  9.80465257e+02  6.47057673e+02 -5.23974905e+02]]",0.5406330196749358,PhiID prediction,pre1,awake
731,"[[-7.68487999e+00  6.91965078e+02 -4.25256335e+03  3.10438156e+03
   3.88374286e+03 -2.49662377e+00 -1.13892343e+02  8.32224847e+01
  -7.68487999e+00  6.91965078e+02  2.76024022e+00 -1.53668893e+03
  -2.33582186e+03  1.37197684e+03 -2.35494769e+02 -5.59979662e+02]]",0.5406330196749358,PhiID prediction,pre1,awake
732,"[[-4.92052726e+00  6.32057966e+02 -3.37181951e+03  1.12817257e+04
   2.75465138e+03 -3.81797115e+00 -5.16037013e+02 -6.48997301e+02
  -4.92052726e+00  6.32057966e+02  4.14541696e+00 -2.32459129e+03
  -1.06804959e+04  1.80503783e+03  8.47131931e+02 -4.32408492e+02]]",0.5269461077844312,PhiID prediction,pre1,awake
733,"[[-1.98190732e+00  4.38055741e+02 -2.52192813e+03  7.26400234e+03
   2.26352819e+03 -2.95563663e+00 -2.66856992e+02 -1.38489796e+02
  -1.98190732e+00  4.38055741e+02  3.08173712e+00 -1.02751898e+03
  -6.82802009e+03  9.58538816e+02 -9.56250849e+01 -5.65459026e+02]]",0.5397775876817793,PhiID prediction,pre1,awake
734,"[[-5.68135940e+00  3.28261691e+02 -1.09330929e+03  1.07526738e+04
   9.91899095e+02 -2.75398159e+00 -4.23436367e+02 -2.41672185e+02
  -5.68135940e+00  3.28261691e+02  2.91421153e+00 -1.01024655e+03
  -9.51080794e+03  7.33791557e+02  2.70288928e+02 -5.00656341e+02]]",0.5406330196749358,PhiID prediction,pre1,awake
735,"[[-4.41367100e+00  3.91584123e+02 -1.15147611e+03  1.24924162e+04
   1.19380122e+03 -3.42389324e+00 -1.09056855e+02 -4.47197085e+02
  -4.41367100e+00  3.91584123e+02  3.53901630e+00 -1.55820790e+03
  -1.18967920e+04  1.98766739e+03 -2.91225406e+02 -5.27029999e+02]]",0.5389221556886228,PhiID prediction,pre1,awake
736,"[[-3.65617649e+00  3.00493061e+02 -9.80194389e+02  1.52592034e+04
   1.18736604e+03 -1.96947167e+00 -9.73243728e+01 -8.34793995e+02
  -3.65617649e+00  3.00493061e+02  1.98034802e+00 -1.28922781e+03
  -1.54591028e+04  8.78353111e+02  9.97370878e+02 -3.19631338e+02]]",0.5483319076133447,PhiID prediction,pre1,awake
737,"[[-3.84942648e+00  1.79378694e+01  8.31129383e+01  7.32694474e+03
   4.57367254e+02 -3.80362453e+00 -3.78100138e+02 -4.57433568e+02
  -3.84942648e+00  1.79378694e+01  3.86545474e+00 -5.15604636e+02
  -6.84330728e+03  9.08834461e+02 -2.17636284e+02 -4.62289019e+02]]",0.542343883661249,PhiID prediction,pre1,awake
738,"[[-5.91552089e+00  2.69024126e+02 -1.30203050e+03  1.76329010e+04
   1.43132243e+03 -1.73846528e+00 -3.76971121e+02 -6.24778003e+02
  -5.91552089e+00  2.69024126e+02  1.94341067e+00 -9.10936093e+02
  -1.61423166e+04  9.67032214e+02  2.70191956e+02 -6.59457978e+02]]",0.5363558597091531,PhiID prediction,pre1,awake
739,"[[-4.88603031e+00  9.89656020e+01 -4.40362587e+03 -1.53801112e+03
   4.86484909e+03 -4.67612177e+00 -2.50662667e+02  2.13276319e+02
  -4.88603031e+00  9.89656020e+01  4.92827674e+00 -1.48603274e+03
   3.01230455e+03  1.64876374e+03 -6.52430291e+02 -5.12303712e+02]]",0.5466210436270317,PhiID prediction,pre1,awake
740,"[[-5.99962316e+00  1.03124370e+03 -2.66290755e+03  1.45914393e+04
   1.55757976e+03 -3.17915390e+00 -1.59994195e+01  3.60405971e+01
  -5.99962316e+00  1.03124370e+03  3.32679123e+00 -1.26088275e+03
  -1.35804244e+04  5.73885159e+02  3.61439163e+02 -6.82524444e+02]]",0.5312232677502139,PhiID prediction,pre1,awake
741,"[[-4.96591834e+00  8.99714510e+02  2.15510955e+02  1.14211131e+04
  -1.47527732e+03 -3.32205512e+00 -3.91220282e+02 -1.55310131e+02
  -4.96591834e+00  8.99714510e+02  3.49258982e+00 -9.44833433e+02
  -1.01797662e+04  5.17818515e+02  3.01235807e+02 -5.57649184e+02]]",0.5620188195038495,PhiID prediction,pre1,awake
742,"[[-4.41869507e+00  4.41280203e+02 -1.01387069e+03  1.04108699e+04
   9.75751294e+02 -2.55702662e+00 -1.21901868e+02 -2.30228354e+02
  -4.41869507e+00  4.41280203e+02  2.61347226e+00 -8.19993931e+02
  -1.07756088e+04  8.81819346e+02 -9.68364155e+01 -1.32933010e+02]]",0.5585970915312233,PhiID prediction,pre1,awake
743,"[[-4.95180813e+00  5.43921715e+02 -3.33553968e+00  1.35889145e+04
  -4.34855176e+02 -3.94538227e+00 -3.22256200e+02 -5.98741860e+02
  -4.95180813e+00  5.43921715e+02  4.16910826e+00 -7.40268590e+02
  -1.23187854e+04  6.99501972e+02  3.45434318e+02 -5.32434266e+02]]",0.544054747647562,PhiID prediction,pre1,awake
744,"[[-1.95288989e+00 -1.23782534e+02 -9.74486697e+02  1.98154540e+04
   1.68999247e+03 -4.38242243e+00 -4.44467167e+02 -9.90065656e+02
  -1.95288989e+00 -1.23782534e+02  4.53704216e+00 -9.67632017e+02
  -1.87284139e+04  1.28155435e+03  3.70297647e+02 -5.38052104e+02]]",0.523524379811805,PhiID prediction,pre1,awake
745,"[[-5.49556540e+00  4.48691662e+02 -2.99015064e+03  5.68466867e+03
   2.96019445e+03 -3.91121471e+00 -1.25963469e+02  3.39294239e+01
  -5.49556540e+00  4.48691662e+02  4.03239577e+00 -1.42149571e+03
  -4.88825167e+03  9.33713725e+02  1.41330257e+02 -5.82791440e+02]]",0.5380667236954663,PhiID prediction,pre1,awake
746,"[[-1.06786146e+00  4.36074901e+02 -5.57918576e+02  1.47694281e+04
   3.20382740e+02 -3.52183803e+00 -1.67142164e+02 -8.29441042e+02
  -1.06786146e+00  4.36074901e+02  3.61838860e+00 -7.55132917e+02
  -1.45588894e+04  9.87516295e+02  3.01010638e+02 -3.64962945e+02]]",0.5466210436270317,PhiID prediction,pre1,awake
747,"[[-3.07648357e+00  4.35560722e+02 -1.08490545e+02  1.44793718e+04
  -2.25490338e+02 -3.47223151e+00 -3.08452554e+02  1.22003645e+02
  -3.07648357e+00  4.35560722e+02  3.56047761e+00 -8.11309232e+02
  -1.40447967e+04  5.39187940e+02 -8.75258526e+01 -4.14954783e+02]]",0.5568862275449101,PhiID prediction,pre1,awake
748,"[[-2.88007943e+00  5.27181639e+02 -1.79130517e+03  1.83793313e+04
   1.12858548e+03 -3.13022256e+00 -4.31132380e+02 -7.22959680e+02
  -2.88007943e+00  5.27181639e+02  3.18948928e+00 -2.28548470e+03
  -1.83988091e+04  1.82465527e+03  9.40257029e+02 -3.16937905e+02]]",0.542343883661249,PhiID prediction,pre1,awake
749,"[[-5.26052179e+00  5.02459665e+02  8.64386582e+02  1.53043009e+04
  -9.72210635e+02 -2.76619149e+00 -7.89937329e+01  2.04340944e+02
  -5.26052179e+00  5.02459665e+02  2.94764412e+00 -6.05543651e+02
  -1.41244222e+04  5.84445416e+02 -4.90329488e+02 -5.91052727e+02]]",0.5355004277159966,PhiID prediction,pre1,awake
750,"[[-5.46210183e+00  4.78848295e+02 -4.41555408e+02  3.68978359e+03
   1.99040767e+02 -2.71912433e+00 -3.66099527e+02  4.24377528e+02
  -5.46210183e+00  4.78848295e+02  2.89372824e+00 -1.58846660e+02
  -2.97473822e+03  2.31079797e+02 -8.00438109e+02 -4.24498952e+02]]",0.5329341317365269,PhiID prediction,pre1,awake
751,"[[-3.81683011e+00  6.56806993e+02 -4.08118542e+03  6.81830434e+03
   3.43122781e+03 -3.91552572e+00 -3.09959018e+02 -1.78367648e+01
  -3.81683011e+00  6.56806993e+02  4.08820103e+00 -1.76347085e+03
  -5.35007014e+03  1.58869041e+03 -1.31771806e+02 -6.72448689e+02]]",0.5098374679213002,PhiID prediction,pre1,awake
752,"[[-3.62835904e+00  3.51318732e+02 -8.80472253e+02  9.88308575e+03
   7.98563914e+02 -3.47784700e+00 -3.14999318e+02 -4.00001587e+02
  -3.62835904e+00  3.51318732e+02  3.65941529e+00 -6.49606607e+02
  -9.57409193e+03  8.46775876e+02 -6.93157251e+01 -4.26718637e+02]]",0.5474764756201882,PhiID prediction,pre1,awake
753,"[[-4.50282288e+00  2.68353995e+02 -2.39834970e+03  1.66518874e+04
   2.61675509e+03 -3.70510309e+00 -2.96279980e+02 -9.94873297e+02
  -4.50282288e+00  2.68353995e+02  3.86473235e+00 -2.03994698e+03
  -1.59327728e+04  1.59028890e+03  1.11957731e+03 -4.47184513e+02]]",0.5209580838323353,PhiID prediction,pre1,awake
754,"[[-4.62072461e+00  5.17495287e+02 -1.88379387e+03  1.34005962e+04
   1.35193308e+03 -1.88380245e+00 -4.34462358e+02 -3.44768192e+02
  -4.62072461e+00  5.17495287e+02  2.07482789e+00 -9.29966051e+02
  -1.23990618e+04  8.66211665e+02  1.30455293e+02 -4.92268764e+02]]",0.5560307955517536,PhiID prediction,pre1,awake
755,"[[-5.42304184e+00  2.14836395e+02  1.94452710e+02  1.66015738e+04
   1.55138612e+02 -9.98852552e-01 -1.61743409e+02 -6.52439998e+02
  -5.42304184e+00  2.14836395e+02  1.13451067e+00 -5.67803566e+02
  -1.56869894e+04  8.02433959e+02  1.27579155e+02 -6.05876624e+02]]",0.5508982035928144,PhiID prediction,pre1,awake
756,"[[-4.52548791e+00  6.88633909e+02 -7.70013699e+01  1.18911418e+04
  -3.91579058e+02 -3.71922814e+00 -4.18503842e+01 -4.20643200e+02
  -4.52548790e+00  6.88633909e+02  3.73881510e+00 -1.02239921e+03
  -1.12851054e+04  1.16406035e+03 -2.36224343e+01 -4.34532243e+02]]",0.561163387510693,PhiID prediction,pre1,awake
757,"[[-9.23673178e-01  7.24221372e+02 -3.10393272e+02  1.12638942e+04
  -7.92419573e+02 -3.25098815e+00 -4.59873913e+02  6.81076734e+01
  -9.23673177e-01  7.24221372e+02  3.33852049e+00 -8.40894865e+02
  -1.04061735e+04  4.57594982e+02  3.16303303e+01 -5.30582816e+02]]",0.5320786997433704,PhiID prediction,pre1,awake
758,"[[-4.03018249e+00  3.19684229e+02  1.86882820e+02  2.05798864e+04
  -1.48283408e+02 -3.27297038e+00 -2.59829718e+02 -9.89588195e+02
  -4.03018249e+00  3.19684229e+02  3.42837474e+00 -1.81227497e+03
  -1.95578173e+04  1.61897237e+03  8.84047742e+02 -6.16001643e+02]]",0.5517536355859709,PhiID prediction,pre1,awake
759,"[[   -3.48826358   452.48718836 -3095.40331778 -1219.0683104
   3099.60808402    -4.30556454   -29.70499587   211.6944442
     -3.48826358   452.48718836     4.41052887  -965.36894174
   1714.89696779  1163.98535768  -732.94479473  -626.11879378]]",0.5466210436270317,PhiID prediction,pre1,awake
760,"[[-4.62332561e+00  6.45644846e+02 -1.67238380e+03  1.13399155e+04
   1.02878569e+03 -2.75811348e+00 -3.50810685e+02 -8.42328518e+02
  -4.62332561e+00  6.45644846e+02  2.96848003e+00 -1.52801410e+03
  -1.09849773e+04  1.14266340e+03  9.70945461e+02 -3.81231021e+02]]",0.544054747647562,PhiID prediction,pre1,awake
761,"[[-5.48825140e+00  4.73740616e+02 -2.40144396e+03  3.11711411e+03
   2.26484629e+03 -2.54826010e+00 -2.00548043e+02  2.01597203e+02
  -5.48825140e+00  4.73740616e+02  2.69954720e+00 -1.57715800e+02
  -2.48523900e+03  4.45088288e+02 -7.60996875e+02 -4.67488259e+02]]",0.525235243798118,PhiID prediction,pre1,awake
762,"[[-3.78133155e+00  6.36144439e+02  2.34570033e+03  2.53156549e+04
  -2.88619698e+03 -3.53230847e+00 -1.05852230e+02 -5.98882788e+02
  -3.78133155e+00  6.36144439e+02  3.74481075e+00 -1.40661563e+03
  -2.46112821e+04  8.67986453e+02  8.60263773e+02 -5.70816590e+02]]",0.5603079555175363,PhiID prediction,pre1,awake
763,"[[-1.41041262e+00  3.87224131e+02 -1.06566323e+03  1.43302254e+04
   7.77561052e+02 -4.28701923e+00 -3.86036179e+02 -4.04166948e+02
  -1.41041262e+00  3.87224131e+02  4.31653500e+00 -1.74420200e+03
  -1.39571038e+04  1.66893730e+03  1.76190340e+02 -4.24128698e+02]]",0.5508982035928144,PhiID prediction,pre1,awake
764,"[[-7.07452966e+00  6.78750930e+02 -6.90932889e+02  1.38440821e+04
   3.96567877e+02 -2.36629106e+00  2.34397431e+01 -3.51275747e+02
  -7.07452966e+00  6.78750930e+02  2.49147393e+00 -1.26162486e+03
  -1.27886460e+04  9.83736217e+02  3.33025450e+02 -5.03810902e+02]]",0.5508982035928144,PhiID prediction,pre1,awake
765,"[[-4.79291526e+00  8.37908147e+02 -1.67052068e+02  1.59847576e+04
  -5.80999114e+02 -3.76017833e+00 -3.89021959e+00 -3.76685024e+02
  -4.79291526e+00  8.37908147e+02  3.89610770e+00 -1.20257380e+03
  -1.56724923e+04  7.69506641e+02  5.25512189e+02 -5.70353698e+02]]",0.5389221556886228,PhiID prediction,pre1,awake
