metric,performance,drowsiness
0.0860962495207787,miss,awake
-0.063364066183567,miss,awake
0.0920907482504845,hit,awake
-0.0401958674192429,miss,light drowsy
0.0213935635983944,hit,awake
-0.0120695568621159,hit,awake
0.019351564347744,miss,awake
0.201822102069855,miss,awake
0.00237501855008304,hit,awake
-0.113556131720543,hit,awake
0.0183135215193033,miss,awake
0.0363144129514694,miss,awake
0.0633273124694824,miss,light drowsy
-0.0539893805980682,miss,awake
-0.0490866154432297,miss,awake
-0.00721892900764942,hit,awake
0.0318158343434334,hit,awake
0.0636792257428169,miss,awake
-0.0699251219630241,miss,awake
0.00758312083780766,hit,awake
0.00294262426905334,hit,awake
-0.0142324045300484,hit,awake
0.000167833917657845,miss,awake
0.077964648604393,miss,awake
0.0213437881320715,hit,awake
0.0987170413136482,miss,awake
-0.0654606446623802,miss,awake
0.0667004287242889,throwaway,throwaway
-0.000179355687578209,hit,awake
0.00837401486933231,hit,awake
-0.00668722810223699,miss,awake
0.0053585316054523,miss,light drowsy
0.00866852980107069,miss,awake
-0.0480359420180321,miss,light drowsy
-0.0212284773588181,miss,light drowsy
-0.0270477123558521,miss,awake
-0.034291435033083,hit,awake
-0.0315520167350769,miss,light drowsy
-0.00310375448316336,hit,awake
0.0366273261606693,throwaway,throwaway
-0.0236574597656727,miss,awake
0.031913835555315,throwaway,throwaway
-0.078942745923996,hit,awake
0.0290529672056437,hit,awake
0.0424140468239784,miss,awake
-0.00107201933860779,miss,awake
0.0847235396504402,miss,awake
-0.0100344801321626,hit,awake
-0.00747693283483386,throwaway,throwaway
-0.0598261840641499,miss,awake
0.0186030995100737,hit,awake
-0.0410320460796356,hit,awake
0.209311440587044,miss,heavy drowsy
0.00149386061821133,hit,light drowsy
-0.0284349210560322,miss,light drowsy
0.00129102356731892,miss,awake
0.00481848511844873,hit,awake
-0.0237386729568243,hit,awake
-0.0217573028057814,throwaway,throwaway
-0.00980521738529205,miss,awake
-0.110312782227993,throwaway,throwaway
-0.061835553497076,miss,awake
-0.0139033971354365,throwaway,throwaway
-0.0394278839230537,miss,light drowsy
0.0915062129497528,miss,awake
-0.00194202654529363,hit,awake
0.00593880284577608,hit,awake
0.00295870285481215,miss,awake
-0.0287597198039293,hit,awake
-0.0191477332264185,miss,awake
-0.0410623140633106,miss,awake
-0.00940351095050573,miss,awake
0.00206236308440566,miss,awake
0.0322485044598579,miss,awake
-0.00328843295574188,miss,awake
-0.0527055375277996,hit,awake
-0.0024615318980068,miss,awake
0.00701995473355055,hit,awake
-0.023033382371068,hit,awake
-0.0449828803539276,hit,awake
-0.0805984511971474,hit,awake
-0.243349850177765,miss,awake
-0.0674557462334633,miss,awake
-0.0292813200503588,hit,awake
0.00219840602949262,throwaway,throwaway
0.0571172684431076,miss,awake
-0.0278906468302011,miss,light drowsy
-0.0187060348689556,miss,awake
-0.00316074397414923,miss,awake
-0.0318580195307732,miss,awake
-0.0152933914214373,miss,awake
-0.0188769046217203,miss,light drowsy
-0.014820970594883,hit,awake
-0.0316946990787983,miss,awake
-0.0365955419838428,miss,awake
-0.0142701044678688,miss,awake
0.0535983443260193,hit,light drowsy
0.0106006395071745,miss,light drowsy
0.0511509850621223,miss,awake
-0.000285676534986123,miss,awake
0.0485524572432041,miss,awake
0.00733058666810393,miss,awake
-0.033802580088377,miss,awake
0.0637905299663544,miss,awake
0.0303097292780876,miss,awake
0.012464408762753,miss,awake
0.00387856620363891,hit,awake
-0.071481965482235,miss,awake
0.00603020563721657,miss,awake
-0.0210022050887346,miss,awake
-0.0224111657589674,miss,awake
0.0506370551884174,miss,awake
-0.0358442030847073,miss,awake
-0.0606434978544712,miss,awake
-0.0276364460587502,miss,awake
0.00718509871512651,hit,awake
-0.00169463700149208,hit,awake
-0.16623666882515,hit,awake
0.0391858071088791,hit,light drowsy
-0.0599538646638393,miss,awake
-0.00308950152248144,miss,awake
-0.0732028111815453,miss,awake
-0.0528160333633423,hit,awake
-0.21661289036274,miss,awake
-0.0223458036780357,miss,awake
-0.0309227295219898,hit,awake
0.0375029481947422,hit,awake
-0.0643369033932686,miss,awake
0.00409074407070875,hit,awake
-0.198714703321457,miss,awake
-0.000436493341112509,miss,awake
-0.052179828286171,miss,awake
-0.0329188369214535,miss,awake
-0.015567310154438,miss,awake
-0.0136506613343954,miss,awake
-0.0033354377374053,hit,awake
-0.148079738020897,miss,awake
-0.0112786274403334,hit,awake
0.00991138536483049,miss,awake
0.0451759807765484,hit,awake
0.0315680280327797,miss,awake
0.0060275737196207,miss,light drowsy
-0.0261391121894121,miss,awake
-0.157358840107918,miss,awake
-0.0135988378897309,miss,awake
0.0673242136836052,miss,awake
0.0184958893805742,hit,awake
0.0185483656823635,miss,awake
-0.0311349742114544,miss,awake
0.00685600843280554,miss,light drowsy
0.0788153558969498,miss,awake
0.115019477903843,miss,awake
0.0107546364888549,miss,awake
-0.077719934284687,miss,awake
-0.0927254632115364,hit,awake
0.0352215133607388,miss,awake
-0.0307253673672676,hit,awake
-0.0163111705332994,miss,awake
-0.174141019582748,hit,awake
-0.00844399258494377,miss,awake
-0.0511312261223793,miss,awake
0.018871858716011,miss,awake
-0.135423749685287,miss,awake
-0.127969577908516,miss,awake
-0.0712853148579597,hit,awake
0.0930756777524948,miss,awake
-0.000227506447117776,hit,awake
0.00498370127752423,miss,awake
0.0478513799607754,miss,awake
-0.359141916036606,miss,awake
-0.0611999705433846,miss,awake
-0.161284998059273,miss,awake
-0.0547895431518555,hit,awake
0.074314221739769,miss,awake
-0.0490554943680763,miss,awake
0.0246029682457447,miss,awake
0.00727409683167934,hit,awake
-0.0571952350437641,miss,light drowsy
-0.0506592504680157,miss,awake
-0.0267599187791348,miss,awake
-0.0813423842191696,miss,awake
-0.0499085783958435,hit,awake
0.0915220156311989,miss,awake
-0.0136795258149505,miss,awake
0.0195438787341118,miss,awake
0.025507939979434,miss,awake
-0.0113452458754182,hit,awake
-0.0632046610116959,miss,awake
-0.0684512332081795,miss,awake
-0.0378464013338089,miss,awake
-0.0252691861242056,miss,awake
0.0044300751760602,miss,awake
-0.038749635219574,hit,awake
0.0065826908685267,miss,awake
-0.0316212624311447,hit,awake
0.0104510728269815,miss,awake
-0.0112288445234299,miss,awake
-0.00555672403424978,miss,awake
-0.0358153730630875,hit,awake
-0.0363136641681194,hit,light drowsy
0.0226360224187374,hit,awake
0.064817413687706,miss,awake
0.0688344016671181,miss,awake
-0.0090855760499835,miss,light drowsy
-0.0738591998815536,hit,awake
-0.0280772037804127,miss,awake
-0.0105423405766487,miss,awake
0.0527631193399429,miss,awake
0.0407029204070568,hit,awake
-0.202712222933769,hit,awake
0.0272442512214184,hit,awake
0.0536763183772564,miss,awake
-0.00579924182966352,hit,awake
0.0524041205644608,miss,awake
0.0597228854894638,miss,awake
-0.0146190924569964,hit,awake
0.00645300792530179,miss,awake
-0.0530001036822796,hit,light drowsy
-0.0899425894021988,hit,awake
-0.0426950342953205,miss,awake
-0.030256861820817,hit,awake
-0.035521499812603,miss,awake
0.0372924208641052,hit,awake
-0.0151140540838242,miss,awake
-0.0286772698163986,miss,awake
-0.0294533856213093,miss,awake
-0.0381365790963173,miss,awake
-0.0457543060183525,hit,awake
-0.0591087155044079,miss,awake
-0.00753083964809775,miss,awake
0.107575610280037,miss,awake
-0.232730776071548,miss,awake
0.00141842640005052,miss,awake
0.0445947647094727,miss,awake
-0.00310256355442107,miss,awake
-0.0260657612234354,hit,awake
-0.0981912314891815,miss,awake
-0.0405472293496132,miss,awake
-0.0219394322484732,hit,awake
0.00135748612228781,throwaway,throwaway
-0.00781591050326824,throwaway,throwaway
0.0144492890685797,miss,awake
0.0453736186027527,miss,awake
-0.034633819013834,miss,awake
0.0596462860703468,miss,awake
-0.0985604450106621,miss,awake
0.00475966045632958,hit,awake
-0.0101985530927777,miss,awake
-0.00631613889709115,miss,awake
0.115605138242245,miss,awake
0.0248539093881845,miss,light drowsy
-0.0379842594265938,hit,awake
0.0412405841052532,miss,awake
-0.05936498939991,hit,awake
-0.0436951778829098,hit,awake
0.0276343133300543,miss,awake
-0.0268757306039333,miss,awake
0.0831664726138115,miss,light drowsy
-0.0197788421064615,hit,awake
-0.0417005233466625,miss,awake
-0.0145454714074731,miss,awake
-0.0386068597435951,miss,light drowsy
0.0183651763945818,miss,awake
-0.0508607365190983,miss,light drowsy
0.0166069678962231,miss,light drowsy
0.0057256743311882,miss,awake
0.0225695054978132,miss,awake
-0.0708997175097466,miss,awake
0.0184702724218369,hit,awake
